"","Taxonomic_ID","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"85","3653",38,3,2,7,28,1,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Citrullus",NA
"86","3655",9,4,1,3,5,1,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucumis",NA
"87","3660",1,0,1,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Cucurbita",NA
"88","3678",36,4,3,33,14,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Ecballium",NA
"89","3681",1,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia",NA
"90","3689",4,4,4,5,4,4,3,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"91","3701",3,1,1,2,0,0,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabidopsis",NA
"92","3705",3,60,7,13,6,26,5,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica",NA
"93","3725",5,205,46,36,1,35,18,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus",NA
"94","3749",23,23,7,16,25,33,3,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Malus",NA
"95","3754",44,12,9,56,40,16,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Prunus",NA
"96","3764",19,19,28,56,21,2,21,15,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Rosa",NA
"97","3766",6,5,3,7,2,9,1,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Pyrus",NA
"98","3794",5,0,1,0,8,3,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Heuchera",NA
"99","3808",25,1,3,2,23,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Acacia",NA
"100","3817",1,1,2,3,1,5,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Arachis",NA
"101","3826",4,1,2,2,2,4,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Cicer",NA
"102","3846",8,0,3,0,6,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Glycine",NA
"103","3865",8,0,0,2,7,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Leucaena",NA
"104","3867",3,7,14,15,2,9,7,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",NA
"105","3869",16,2,1,3,8,4,1,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",NA
"106","3877",1,29,88,21,1,82,62,11,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago",NA
"107","3883",4,0,0,0,2,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus",NA
"108","3896",23,0,3,0,11,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Sophora",NA
"109","3898",13,93,390,66,5,7,428,22,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA
"110","3913",4,1,3,2,5,8,2,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Vigna",NA
"111","3932",30,33,5420,780,18,281,11262,281,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Myrtaceae","Eucalyptus",NA
"112","3939",1,0,1,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera",NA
"113","3971",8,4,3,10,8,2,6,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Viscaceae","Viscum",NA
"114","3980",9,1,3,0,14,5,5,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Hevea",NA
"115","3982",20,0,3,0,12,1,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Manihot",NA
"116","3987",3,1,3,2,1,2,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus",NA
"117","4028",4,0,0,3,4,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium",NA
"118","4051",4,0,0,0,2,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Araliaceae","Hedera",NA
"119","4053",3,0,3,0,3,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Araliaceae","Panax",NA
"120","4085",5,0,2,0,3,1,2,11,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana",NA
"121","4107",4,7,4,10,11,16,9,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",NA
"122","4119",1,3,9,3,3,5,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea",NA
"123","4145",116,402,705,3189,43,1023,399,472,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Olea",NA
"124","4147",1,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum",NA
"125","4295",6,1,5,2,5,3,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex",NA
"126","4375",5,1,0,0,2,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Nepenthaceae","Nepenthes",NA
"127","4418",1,0,1,2,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea",NA
"128","4430",3,1,0,0,2,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbo",NA
"129","4435",1,1,0,2,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Bataceae","Batis",NA
"130","4439",1,0,1,0,3,0,5,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Plumbago",NA
"131","4441",8,4,9,0,6,7,7,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Theaceae","Camellia",NA
"132","4473",4,1,1,0,2,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Araceae","Spirodela",NA
"133","4512",3,0,0,3,0,1,1,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hordeum",NA
"134","4527",3,0,1,2,1,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza",NA
"135","4564",8,7,1,7,2,8,2,232,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Triticum",NA
"136","4575",15,2073,293,85,3,93,428,60,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Zea",NA
"137","4614",1,0,0,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Bromeliaceae","Ananas",NA
"138","4640",1,0,1,0,0,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Zingiberales","Musaceae","Musa",NA
"139","4672",6,0,0,5,1,1,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Dioscoreales","Dioscoreaceae","Dioscorea",NA
"140","4678",3,7,5,2,6,2,4,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium",NA
"141","4685",1676,0,3,2,2166,1,5,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Asparagus",NA
"142","4719",2853,56,308,223,1835,12030,235,26,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Phoenix",NA
"143","4943",1,0,1,0,1,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis",NA
"144","4953",8,1,1,5,8,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces",NA
"145","5052",6,4,0,0,2,2,2,0,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"146","5073",4,1,42,8,1,0,0,22,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"147","5506",1,1,7,2,1,2,7,0,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"148","5533",3,1,1,0,1,0,0,0,"Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula",NA
"149","5579",336,4,33,49,172,13,28,15,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA
"150","5598",191,13,19,5,90,10,12,11,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA
"151","5658",1,0,1,3,1,0,0,4,"Eukaryota",NA,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Leishmania",NA
"152","5810",1,0,0,0,0,1,0,0,"Eukaryota",NA,"Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Toxoplasma",NA
"153","5884",1,0,0,0,0,1,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Peniculida","Parameciidae","Paramecium",NA
"154","5890",1,0,0,0,0,1,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae","Tetrahymena",NA
"155","6181",1,0,1,0,2,1,0,0,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Schistosoma",NA
"156","6215",1,0,0,0,1,1,0,0,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae","Hymenolepis",NA
"157","6564",3,1,2,5,3,2,2,0,"Eukaryota","Metazoa","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea",NA
"158","6849",1,0,0,2,0,1,0,0,"Eukaryota","Metazoa","Arthropoda","Merostomata","Xiphosura","Limulidae","Limulus",NA
"159","6953",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Pyroglyphidae","Dermatophagoides",NA
"160","7045",1,0,0,0,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Sitophilus",NA
"161","7090",30,0,12,0,3,0,26,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Bombycidae","Bombyx",NA
"162","7106",3,0,0,0,2,8,0,19,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"163","7115",1,0,0,2,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",NA
"164","7129",5,0,0,0,2,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca",NA
"165","7136",9,1,639,2,23,15,2458,7,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Galleria",NA
"166","7164",1,0,0,2,0,0,2,4,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Anopheles",NA
"167","7369",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Muscidae","Musca",NA
"168","7374",4,0,1,0,3,0,2,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia",NA
"169","7456",1,0,0,0,1,1,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes",NA
"170","7459",939,994,536,801,802,1442,608,157,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis",NA
"171","7502",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Blattodea","Termopsidae","Zootermopsis",NA
"172","10552",1,0,0,0,0,0,0,0,"Viruses","Bamfordvirae","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus",NA
"173","10663",4,17,16,67,2,1,7,322,"Viruses",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus",NA
"174","12109",1,0,0,0,0,0,0,0,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Aphthovirus",NA
"175","13163",3,0,1,8,1,1,1,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus",NA
"176","13332",4,4,3,2,12,4,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Amborellales","Amborellaceae","Amborella",NA
"177","13390",3,0,0,0,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",NA
"178","13596",1,4,38,2,5,7,40,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum",NA
"179","13673",35,2,3,2,10,1,7,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Austrobaileyales","Schisandraceae","Schisandra",NA
