"","Taxonomic_ID","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"360","1742992",1,0,0,0,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",NA
"361","1778601",4,0,1,0,24,0,1,0,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter",NA
"362","1803640",4,0,0,0,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Gesneriaceae","Dorcoceras",NA
"363","1822464",1,4,2,10,1,1,2,49,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"364","1906657",1,0,0,0,2,0,1,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Doolittlea",NA
"365","1912216",15,1534,129,79,24,469,34,532,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA
"366","1933192",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Galendromus",NA
"367","1955842",1,0,0,0,1,0,2,0,"Eukaryota","Fungi","Ascomycota","Dothideomycetes",NA,NA,"Bonordeniella",NA
"368","1964366",1,0,0,0,0,1,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Nissabacter",NA
"369","1985293",3,0,0,0,3,0,0,0,"Viruses",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Kolesnikvirus",NA
"370","2051062",13,1,5,0,5,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Neobartsia",NA
"371","2055880",6,0,0,0,3,0,0,4,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudescherichia",NA
"372","2100764",9,1,6,8,16,0,20,19,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta",NA
"373","2249430",11,0,1,2,9,2,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Aphyllon",NA
"374","2560154",1,0,0,0,2,0,1,0,"Viruses",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Jedunavirus",NA
"375","71",0,4,0,0,0,1,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Simonsiella",NA
"376","194",0,1,0,0,1,2,1,4,"Bacteria",NA,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"377","237",0,1,0,0,1,1,0,7,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"378","265",0,8,0,0,1,0,2,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"379","270",0,59,0,0,0,1,0,0,"Bacteria",NA,"Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus",NA
"380","279",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacter",NA
"381","283",0,1,1,0,1,0,1,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"382","374",0,3,0,0,0,1,1,7,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA
"383","379",0,1,0,0,1,1,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA
"384","416",0,1,0,0,1,1,1,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomonas",NA
"385","475",0,20,7,8,3,5,21,101,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"386","497",0,8,0,0,2,1,2,4,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"387","507",0,1,0,0,1,0,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes",NA
"388","528",0,3,1,7,1,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum",NA
"389","538",0,1,0,0,0,1,0,7,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Eikenella",NA
"390","579",0,1,1,2,2,6,2,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera",NA
"391","838",0,11,1,0,0,3,1,7,"Bacteria",NA,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"392","841",0,2,3,0,1,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"393","970",0,1,0,0,0,1,0,0,"Bacteria",NA,"Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas",NA
"394","1016",0,35,2,0,1,13,0,4,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"395","1041",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter",NA
"396","1111",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter",NA
"397","1125",0,1,0,0,0,0,1,0,"Bacteria",NA,"Cyanobacteria",NA,"Chroococcales","Microcystaceae","Microcystis",NA
"398","1234",0,1,0,0,0,0,0,0,"Bacteria",NA,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"399","1269",0,10,1,2,0,1,0,7,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",NA
"400","1378",0,12,0,0,1,3,1,7,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales",NA,"Gemella",NA
"401","1380",0,1,0,0,0,0,0,4,"Bacteria",NA,"Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium",NA
"402","1649",0,1,0,0,0,1,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia",NA
"403","1654",0,15,3,0,3,10,0,19,"Bacteria",NA,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"404","1743",0,7,0,0,0,3,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium",NA
"405","1827",0,3,0,2,2,2,2,34,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus",NA
"406","2053",0,1,0,0,1,0,1,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia",NA
"407","2701",0,1,0,0,0,0,1,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA
"408","2755",0,15,14,0,0,4,0,11,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix",NA
"409","3443",0,13,6,7,1,2,5,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Nigella",NA
"410","3482",0,1,0,2,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis",NA
"411","3554",0,7,1,5,1,6,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Beta",NA
"412","3558",0,1,1,0,1,2,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae","Chenopodium",NA
"413","3624",0,1,0,0,0,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Actinidiaceae","Actinidia",NA
"414","3640",0,3,1,5,2,4,6,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Theobroma",NA
"415","3727",0,3,1,3,0,10,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Sinapis",NA
"416","3729",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium",NA
"417","3746",0,1,0,0,1,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",NA
"418","3815",0,1,0,0,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Abrus",NA
"419","3990",0,21,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"420","3995",0,1,0,3,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Jatropha",NA
"421","4034",0,1,0,0,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis",NA
"422","4038",0,1,1,0,1,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Apiaceae","Daucus",NA
"423","4071",0,1,0,0,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Capsicum",NA
"424","4128",0,5,1,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Cuscuta",NA
"425","4181",0,2,1,0,1,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Pedaliaceae","Sesamum",NA
"426","4204",0,1,1,0,0,1,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Dipsacales","Adoxaceae","Viburnum",NA
"427","4231",0,11,1,2,0,12,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus",NA
"428","4235",0,1,1,0,1,7,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca",NA
"429","4264",0,1,5,2,0,7,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Cynara",NA
"430","4402",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Platanaceae","Platanus",NA
"431","4480",0,1,0,0,0,1,0,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Aegilops",NA
"432","4520",0,7,4,20,1,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Lolium",NA
"433","4895",0,1,0,2,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces",NA
"434","4910",0,1,1,0,0,1,0,4,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kluyveromyces",NA
"435","4919",0,1,0,0,1,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia",NA
"436","4930",0,1,0,0,1,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA
"437","5269",0,1,0,2,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago",NA
"438","6411",0,1,0,0,0,0,1,0,"Eukaryota","Metazoa","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Helobdella",NA
"439","6578",0,1,2,0,1,4,1,7,"Eukaryota","Metazoa","Mollusca","Bivalvia","Pectinoida","Pectinidae","Pecten",NA
"440","6944",0,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes",NA
"441","7028",0,2,3,3,0,1,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Acyrthosiphon",NA
"442","7037",0,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Bemisia",NA
"443","11646",0,1,0,0,0,0,0,0,"Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus",NA
"444","12916",0,7,11,0,1,0,65,7,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"445","13328",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Achillea",NA
"446","13422",0,9,0,2,0,16,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Chrysanthemum",NA
"447","13464",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Crepis",NA
"448","15367",0,1,3,426,0,7,3,82,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Brachypodium",NA
"449","16718",0,26,1,0,1,5,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans",NA
"450","19205",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Lepidium",NA
"451","26867",0,3,1,8,0,38,0,11,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",NA
"452","26963",0,11,0,0,0,0,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Resedaceae","Reseda",NA
"453","28453",0,1,0,0,1,0,0,7,"Bacteria",NA,"Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"454","29175",0,1,0,0,0,0,0,0,"Eukaryota",NA,"Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Neospora",NA
"455","29330",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus",NA
"456","29393",0,6,1,0,0,1,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum",NA
"457","29548",0,1,0,0,0,0,0,0,"Bacteria",NA,"Bacteroidetes",NA,"Bacteroidetes Order II. Incertae sedis","Rhodothermaceae","Rhodothermus",NA
"458","32067",0,4,1,2,1,2,0,0,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"459","32199",0,4,2,0,1,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Buchnera",NA
"460","33042",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"461","33057",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Thauera",NA
"462","33196",0,1,1,0,0,0,1,0,"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis",NA
"463","34072",0,3,1,0,0,0,6,15,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"464","34372",0,1,1,0,1,0,0,0,"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Blumeria",NA
"465","36459",0,1,0,0,0,0,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Phalaenopsis",NA
"466","36739",0,4,1,0,0,0,1,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter",NA
"467","37818",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Dendrobium",NA
"468","37914",0,1,0,0,1,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia",NA
"469","39948",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister",NA
"470","40958",0,1,0,0,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Apiaceae","Pimpinella",NA
"471","41503",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea",NA
"472","41574",0,5,1,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron",NA
"473","47670",0,1,0,0,0,1,1,11,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia",NA
"474","47732",0,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Cataglyphis",NA
"475","48736",0,17,1,3,2,0,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"476","49448",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Dasypyrum",NA
"477","49697",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asphodelaceae","Asphodelus",NA
"478","50147",0,1,2,2,2,5,7,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Monotropa",NA
"479","53457",0,1,0,0,0,0,0,7,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter",NA
"480","56016",0,12,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Matricaria",NA
"481","63067",0,1,1,5,1,3,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Ulmaceae","Hemiptelea",NA
"482","63344",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Berberidaceae","Achlys",NA
"483","65551",0,2644,0,0,0,50,0,0,"Bacteria",NA,"Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus",NA
"484","69451",0,26,11,11,1,218,11,11,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Cistaceae","Cistus",NA
"485","69453",0,1,0,2,0,11,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum",NA
"486","70774",0,127,0,0,0,2,0,0,"Bacteria",NA,"Proteobacteria","Hydrogenophilalia","Hydrogenophilales","Hydrogenophilaceae","Hydrogenophilus",NA
"487","71353",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Hirschfeldia",NA
"488","72924",0,25,5,0,0,6,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Diplostephium",NA
"489","73918",0,3,0,0,0,1,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter",NA
"490","75905",0,1,0,0,0,0,0,0,"Bacteria",NA,"Aquificae","Aquificae","Aquificales","Aquificaceae","Thermocrinis",NA
"491","76024",0,1,0,0,0,4,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Fallopia",NA
"492","80865",0,1096,0,0,1,36,2,4,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"493","82105",0,1,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",NA
"494","83867",0,1,0,0,0,0,0,0,"Archaea",NA,"Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Palaeococcus",NA
"495","87753",0,2,0,2,0,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Cistanche",NA
"496","92918",0,1,3,0,0,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Ptilostemon",NA
"497","93758",0,1,2,0,1,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Corchorus",NA
"498","105983",0,1,0,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA
"499","118889",0,1,0,3,0,0,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis",NA
"500","126359",0,1,1,0,1,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Chionanthus",NA
"501","126428",0,1,1,0,1,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Hesperelaea",NA
"502","129337",0,26,0,0,0,1,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"503","131309",0,1,0,0,0,1,0,0,"Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Strongyloididae","Parastrongyloides",NA
"504","150022",0,5,1,0,0,3,0,4,"Bacteria",NA,"Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia",NA
"505","150203",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas",NA
"506","150247",0,56,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",NA
"507","161095",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Araceae","Landoltia",NA
"508","162289",0,8,1,0,0,1,0,4,"Bacteria",NA,"Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus",NA
"509","165697",0,11,0,0,0,3,1,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"510","165779",0,42,0,2,0,13,0,11,"Bacteria",NA,"Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus",NA
"511","171928",0,1,0,0,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Anacardium",NA
"512","174951",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA
"513","185313",0,1,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Ocellularia",NA
"514","195950",0,1,1,0,0,1,0,0,"Bacteria",NA,"Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",NA
"515","207244",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"516","213485",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria",NA,NA,"Micavibrio",NA
"517","219181",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia",NA
"518","227388",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae","Thermodesulfobium",NA
"519","265583",0,1,0,0,0,0,0,0,"Eukaryota",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Stauroneis",NA
"520","333922",0,1,0,0,0,1,0,0,"Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Betapapillomavirus",NA
"521","336276",0,1,0,0,0,0,0,0,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya",NA
"522","361177",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter",NA
"523","416916",0,2,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter",NA
"524","447792",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Phytobacter",NA
"525","459532",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Terribacillus",NA
"526","461281",0,2,3,0,0,0,3,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea",NA
"527","594676",0,2,0,3,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Phagnalon",NA
"528","687674",0,1,0,0,0,2,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Paraprenanthes",NA
"529","766502",0,1,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma",NA
"530","1082702",0,1,0,47,3,1,0,19,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Lonsdalea",NA
"531","1434011",0,1,4,3,1,1,6,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter",NA
"532","1478145",0,27,1,3,1,151,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Glebionis",NA
"533","1582879",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Tissierellia",NA,NA,"Ezakiella",NA
"534","1623305",0,1,0,0,0,0,0,75,"Viruses",NA,"Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Skunavirus",NA
"535","1670761",0,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Metaculus",NA
"536","1847725",0,2,1,3,0,4,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales",NA,"Lawsonella",NA
"537","1868332",0,1,0,0,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Neomicrococcus",NA
"538","1912215",0,1,0,0,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium",NA
